Initializing...
It is recommended that this program runs with GNU screen!
create db.txt file based on date
all friends of top12k twitter accounts and their profile are stored in the db, now we start to find their most followed friends
query to find number of followers of friends and to store the output in friends file.
         269257 function calls (260423 primitive calls) in 0.892 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 errors.py:229(InternalError)
        1    0.000    0.000    0.000    0.000 monitoring.py:907(ConnectionCheckedOutEvent)
        1    0.000    0.000    0.000    0.000 errors.py:78(InvalidClientError)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:330(Rounded)
        1    0.000    0.000    0.000    0.000 pathlib.py:1543(PosixPath)
        1    0.000    0.000    0.000    0.000 polyutils.py:70(PolyDomainError)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_ushort)
        1    0.000    0.000    0.000    0.000 monitoring.py:988(ServerOpeningEvent)
        1    0.000    0.000    0.000    0.000 six.py:449(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 errors.py:374(LoginRequired)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:304(Inexact)
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 __init__.py:183(c_int)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 monitoring.py:1055(TopologyOpenedEvent)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 client.py:1474(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
        1    0.000    0.000    0.000    0.000 client.py:1419(NotConnected)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 six.py:371(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 errors.py:196(ExecutionTimeout)
        1    0.000    0.000    0.000    0.000 client.py:1433(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 errors.py:261(ServerError)
        1    0.000    0.000    0.000    0.000 errors.py:231(UnsupportedResponseTypeError)
        1    0.000    0.000    0.000    0.000 errors.py:125(InsecureTransportError)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:391(Underflow)
        1    0.000    0.000    0.000    0.000 _iotools.py:478(ConverterLockError)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 six.py:394(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 errors.py:245(InvalidOperation)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:406(FloatOperation)
        1    0.000    0.000    0.000    0.000 errors.py:239(UnsupportedCodeChallengeMethodError)
        1    0.000    0.000    0.000    0.000 errors.py:310(UnauthorizedClientError)
        1    0.000    0.000    0.000    0.000 errors.py:318(UnsupportedGrantTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:220(c_ubyte)
        1    0.000    0.000    0.000    0.000 errors.py:93(NetworkTimeout)
        1    0.000    0.000    0.000    0.000 errors.py:251(InvalidScopeError)
        1    0.000    0.000    0.000    0.000 client.py:1469(LineTooLong)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:224(AccessDeniedError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(TwythonStreamError)
        1    0.000    0.000    0.000    0.000 monitoring.py:1064(TopologyClosedEvent)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:248(InvalidHeader)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(ResponseError)
        1    0.000    0.000    0.000    0.000 __init__.py:187(c_uint)
        1    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 _iotools.py:486(ConversionWarning)
        1    0.000    0.000    0.000    0.000 errors.py:271(TemporarilyUnavailableError)
        1    0.000    0.000    0.000    0.000 monitoring.py:920(ConnectionCheckedInEvent)
        1    0.000    0.000    0.000    0.000 errors.py:171(InvalidRedirectURIError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(FileModeWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:170(c_long)
        1    0.000    0.000    0.000    0.000 errors.py:33(InvalidDocument)
        1    0.000    0.000    0.000    0.000 client.py:1430(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 errors.py:261(ExceededMaxWaiters)
        1    0.000    0.000    0.000    0.000 errors.py:28(InvalidStringData)
        1    0.000    0.000    0.000    0.000 six.py:473(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 errors.py:129(ServerSelectionTimeoutError)
        1    0.000    0.000    0.000    0.000 errors.py:162(InvalidRequestFatalError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:65(NotSupportedError)
        1    0.000    0.000    0.000    0.000 __init__.py:258(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:199(c_longdouble)
        1    0.000    0.000    0.000    0.000 errors.py:216(MissingCodeVerifierError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:59(ProgrammingError)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 monitoring.py:1091(ServerHeartbeatStartedEvent)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:227(c_byte)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:23(InterfaceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:270(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 client.py:1422(InvalidURL)
        1    0.000    0.000    0.000    0.000 errors.py:219(InterfaceError)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:191(c_float)
        1    0.000    0.000    0.000    0.000 monitoring.py:997(ServerClosedEvent)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 _exceptions.py:47(IntegrityError)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(TimeoutError)
        1    0.000    0.000    0.000    0.000 configparser.py:276(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 errors.py:183(InvalidClientIdError)
        1    0.000    0.000    0.000    0.000 errors.py:135(MissingCodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:130(MismatchingStateError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:39(OperationalError)
        1    0.000    0.000    0.000    0.000 __init__.py:248(c_bool)
        1    0.000    0.000    0.000    0.000 errors.py:38(InvalidId)
        1    0.000    0.000    0.000    0.000 errors.py:249(InvalidName)
        1    0.000    0.000    0.000    0.000 errors.py:139(MissingTokenError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(RetryError)
        1    0.000    0.000    0.000    0.000 __init__.py:195(c_double)
        1    0.000    0.000    0.000    0.000 errors.py:239(ProgrammingError)
        1    0.000    0.000    0.000    0.000 __init__.py:232(c_char)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:192(DependencyWarning)
        1    0.000    0.000    0.000    0.000 errors.py:142(ConfigurationError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 errors.py:179(MismatchingRedirectURIError)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 errors.py:147(FatalClientError)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 errors.py:187(MissingClientIdError)
        1    0.000    0.000    0.000    0.000 errors.py:200(MissingResponseTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:28(DatabaseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1453(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidHeader)
        1    0.000    0.000    0.000    0.000 errors.py:270(DocumentTooLarge)
        1    0.000    0.000    0.000    0.000 errors.py:295(_OperationCancelled)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(SSLError)
        1    0.000    0.000    0.000    0.000 errors.py:253(CollectionInvalid)
        1    0.000    0.000    0.000    0.000 exceptions.py:172(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 errors.py:143(MissingTokenTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:702(HtmlEntity)
        1    0.000    0.000    0.000    0.000 _exceptions.py:33(DataError)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(URLRequired)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 errors.py:234(OperationalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:182(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(InvalidProxyURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ProtocolError)
        1    0.000    0.000    0.000    0.000 errors.py:254(NotSupportedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:215(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:162(SecurityWarning)
        1    0.000    0.000    0.000    0.000 contextlib.py:479(__enter__)
        1    0.000    0.000    0.000    0.000 client.py:1450(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 errors.py:257(InvalidURI)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.000    0.000    0.000    0.000 errors.py:213(WriteError)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(NewConnectionError)
        1    0.000    0.000    0.000    0.000 errors.py:244(IntegrityError)
        1    0.000    0.000    0.000    0.000 errors.py:188(CursorNotFound)
        1    0.000    0.000    0.000    0.000 errors.py:231(DuplicateKeyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:177(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:220(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 errors.py:259(PoolError)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 errors.py:249(DataError)
        1    0.000    0.000    0.000    0.000 errors.py:206(WriteConcernError)
        1    0.000    0.000    0.000    0.000 exceptions.py:167(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        1    0.000    0.000    0.000    0.000 exceptions.py:136(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 errors.py:220(WTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:187(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 client.py:1456(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:201(InvalidProxyConfigurationWarning)
        1    0.000    0.000    0.000    0.000 client.py:1459(ResponseNotReady)


